,0,Irony,Offensive,Emotion,Stress Score,Topics
55778,"and what the problem modi announce this achievement nation,0",non_irony,not-offensive,anger,87.32679320732201,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
81515,"the faceoff between and the over the transfer senior police officers has made the election one between him and ,0",irony,not-offensive,anger,106.22227353632697,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
2048,"you have the guts tell which dreams modi sold and not track accomplish them not officially declare that you are not neutral and just hate modi behalf the opposition parties and whats wrong with selling shirts you dumbo,-1",non_irony,offensive,anger,360.06741396618816,"['news_&_social_concern', 'celebrity_&_pop_culture', 'business_&_entrepreneurs']"
43060,"come modi tell should begin lining outside the atm ,0",irony,not-offensive,anger,400.9514300560591,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
109161,"the biggest quality that isnt modi and the congress isnt bjp that shd enough elect ,1",non_irony,not-offensive,anger,260.77128814431387,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
46152,"hate modi whatever way you want but don’ demean this nation you have any sense just delete this tweet,-1",non_irony,not-offensive,anger,-45.211276330436036,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
147038,"what you after 2019 under modi ,0",non_irony,not-offensive,anger,5.035662614677985,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
150840,"here worried that modi playing the congress game better than congress thus unlike abv modi will get reelected gupta real means what says then first should criticise rahul gandhis nyay else all this attempt push people for nota ,1",non_irony,not-offensive,anger,314.7745038607011,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
124393,"anti ndia forces are against modi its true but some forces cant fight with anti india forces that also true that natural consequence ,1",non_irony,not-offensive,anger,343.0041213848672,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
35115,"may first vote for modi ,1",irony,not-offensive,optimism,176.99188832062597,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
57901,"massive disclosure upaera drdo chief saraswat reveals then government didnt give resources permission complete mission shakti credits modi nsa doval
,1",irony,not-offensive,anger,594.080834686027,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
82959,"watch from damdaar chowkidar daagdars sharaab fiery highlights from modis blazing meerut lok sabha election rally ,0",irony,not-offensive,anger,39.31182137638103,"['news_&_social_concern', 'film_tv_&_video', 'celebrity_&_pop_culture']"
126850,"from last panchayat elections was much violence that congresscpmbjp members didnt nominate state police well hands gloves mamta autocratic dude ppl fear there say anythng against her one stops criticize modi abuse entire day but not lies,1",non_irony,not-offensive,anger,228.42837901071096,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
144425,"crunchingwiseprsns periodically appear mediaridicule modifor his ecostrategic decisnsany decisn taken anypol ldr political naturebut long intrsts india deserve supprtmodi not taken any decisn against natnl intrststhink,-1",non_irony,not-offensive,anger,1148.732650769337,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
90936,"rahulnations economy ruined poor became poorer due uncontrolled circulation counterfeit currency from pakistangovts ruled congress did nothing curb itrbi penalised psu banks for fault theirsmodi govt took tough action curbing counterfeit transparency,-1",irony,not-offensive,anger,723.1446192361474,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
60654,"when will loose your next election then what will earn your livelihood this job may change your life for the 1st time you wud identified for your work society not for chanting modi modi thanks what match honest job with dishonest face,1",non_irony,not-offensive,anger,1029.9655845731068,"['news_&_social_concern', 'diaries_&_daily_life', 'business_&_entrepreneurs']"
74343,"dept has become cell bjp and modi all constitutional bodies are misused fekuji win elections,1",irony,not-offensive,anger,489.897392058356,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
47886,"amenwe will believe only modi amit sha,0",non_irony,not-offensive,optimism,235.87192888182702,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
33311,"interesting vox pop watch reasons why congress promise may not work middle class gets paranoid that they will have pay for this extravaganza and gangs ensure modi win bad implementation farm loan waiver the states will haunt them thoughts ,1",irony,not-offensive,anger,71.16472979767696,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
74184,"modi your great leader,1",irony,not-offensive,optimism,35.13570106316099,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
59732,"they use call atal and advani communal venomous today they are saint and modi communal hate monger dont surprise yrs later modi becomes saint ,-1",irony,offensive,anger,-166.38422801226682,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
2063,"supreme court notice cbi disproportionate assets case against mulayam akhilesh this petition had filled congress member 2007 and these goons going blame modi anyway our country politics fall down such dirty way,-1",non_irony,not-offensive,anger,655.2288412596005,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
144059,"guess modis first plan capture all the seraparist leaders and anyone who supports promote violence and terrorism any form before touching 370 that there unrest then can contained things can get ugly step misplaced before touching 370,1",non_irony,not-offensive,anger,45.322415351072834,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
30741,"according you narendra modi like our constitution you have follow otherwise you will anti indian ,0",non_irony,not-offensive,anger,592.211082935196,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
98488,"vijaya malya was news during elections five states and nirav modi news during this parliament election this means that the decision these cases will pending till next general election can inffer ,1",non_irony,not-offensive,sadness,837.804777847101,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
101039,"kept india deliberately poor exploit the poverty during the elections whatever the parameters for judging fully electrified status villages india modi has outsmarted congress which watched helplessly india was reeling under darkness since 1947,-1",irony,not-offensive,sadness,960.3889677076457,"['news_&_social_concern', 'diaries_&_daily_life', 'science_&_technology']"
82544,"kynk modi padha likha nhi simple didnt see school also think,0",non_irony,not-offensive,sadness,366.4279643232331,"['news_&_social_concern', 'learning_&_educational', 'youth_&_student_life']"
85812,"oho these are tweets him won the seat for him from shahmodi criteria for seat allocation how much hate minority and how much one can divide india the name religion caste the way very nice selection congrats✌️,1",irony,not-offensive,joy,772.4275452214694,"['news_&_social_concern', 'diaries_&_daily_life', 'sports']"
72107,"thats why modi didnt tag you educate voters  ,0",irony,not-offensive,anger,67.41029749347197,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
35521,"modi dar gay isily nomination cancel hua this version for media but actual mai this seat sold congress ,1",non_irony,not-offensive,anger,494.1181110269523,"['news_&_social_concern', 'celebrity_&_pop_culture', 'film_tv_&_video']"
59962,"there are all the tip that modi jis popularity sky rocketing everyday ,-1",irony,not-offensive,joy,327.42067318147406,"['news_&_social_concern', 'celebrity_&_pop_culture', 'other_hobbies']"
162382,"nice joke kejriwal thats why all corrupted united against narendra modi,1",irony,not-offensive,anger,132.11367309886106,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
54297,"from the speech modi understand that never wants listen and ready for any extent win election including politization ugc cbi eci rbi army drdo isro etc but the one who responsible close hal bsnl etc,1",non_irony,not-offensive,anger,697.4660853662122,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
4211,"criticising modi not trolling gave him extraordinary mandate his performance has evaluated that basis and must say very poor performance only better than congress which not achievement,1",non_irony,not-offensive,anger,316.69159186389913,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
82040,"sir when said whole credit should given late hve took single name all say the credit must modis predecessors also,-1",non_irony,not-offensive,anger,361.8436268472361,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
68698,"ask her and she will tell the truth ℅ people who support anti modi and anti bjp comments social media belong one particular community they are all ganged for singular purpose but the majority community divided like anything,1",non_irony,not-offensive,anger,612.5062448391841,"['news_&_social_concern', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
27767,"like his master modi  ,0",irony,not-offensive,joy,263.30390641580703,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
145515,"two surveys that won’ shown debated mainstream media adr survey local circles survey modi govt fails ‘real india’ jobs
health care
drinking water
public transport
irrigation loan for agriculture
expansive seedsfertilizer
,-1",non_irony,not-offensive,sadness,727.7365001969082,"['news_&_social_concern', 'business_&_entrepreneurs', 'science_&_technology']"
70931,"congress wont give portfolio satrugan flop make party contest have gutsu have both least times have guts courage like modi ,-1",non_irony,not-offensive,anger,93.0379224805429,"['news_&_social_concern', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
28464,"these are the people who cried when modi got more citizens into banking system dbt already ensuring zero loss transit and now have two hands talking different mig again with sole intent crush the middle class ,1",irony,not-offensive,anger,642.0088587229142,"['news_&_social_concern', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
