,0,Irony,Offensive,Emotion,Stress Score,Topics
29106,"Two from the Vault by Grateful Dead (CD, Aug-2004, 2 Discs, Grateful Dead) ",non_irony,not-offensive,joy,-119.691444198113,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
10280,"Professor: ""read 8 chapters by Friday"" Me: @ Nicki I hope you know I'm doing this for you ",irony,not-offensive,joy,437.8951506013322,"['celebrity_&_pop_culture', 'learning_&_educational', 'diaries_&_daily_life']"
15372,Buy your ticket to see Ben Sollee at the Lexington Opera House Dec 19 ,irony,not-offensive,joy,75.47380431388795,"['film_tv_&_video', 'music', 'celebrity_&_pop_culture']"
33514,"@user Holly wants to fight before July; Dana White says """"no""""...so can White prevent Holly from earning until he says """"okay""""?"" ",irony,not-offensive,anger,423.20554947267505,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
3251,Amazon Prime Day deals pose little Black Friday threat: A blue Selfie Stick Pro with 3-in-1 Bluetoo... #Bluetooth ,irony,not-offensive,joy,536.0171420707271,"['business_&_entrepreneurs', 'science_&_technology', 'other_hobbies']"
21344,You can't tell me you like Kendrick or J. Cole but haven't listened to the Black Friday songs they put out ,irony,not-offensive,anger,187.7415685623069,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
29414,@user one last push Sunday\u002c and most of them will have a weeks not playing cos of the cup game midweek before NUFC. I never make ..... ,irony,not-offensive,sadness,-79.29437886232805,"['sports', 'diaries_&_daily_life', 'gaming']"
15798,"Super Eagles head coach, Sunday Ogorchukwu Oliseh has come out with an explanation of his shock decision to leave... 
Ben Howland gives much credit to Phil Matthews, the one-time Ventura College coach, for UCLA landing prized recruit Shabazz Mohammed."" ",irony,not-offensive,joy,587.200275272892,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
24429,"Excellent, on how Erdogan's decision to attack the PKK may drive it and the PYD towards Iran via @user ",irony,not-offensive,anger,87.882948134067,"['news_&_social_concern', 'diaries_&_daily_life', 'film_tv_&_video']"
23446,"Mashed out to \""""Niggas In Paris\"""" in the club while in Paris... as cliche as it may sound. #WeOutHere ",irony,offensive,joy,647.8288384412738,"['diaries_&_daily_life', 'music', 'relationships']"
13375,I'm so sad. No Inkigayo tomorrow. That means we don't get to see IU in her Halloween costume on TV. Hope she tweets a selca. Witch IU? ,irony,not-offensive,sadness,-34.75228356661603,"['film_tv_&_video', 'celebrity_&_pop_culture', 'fashion_&_style']"
2432,"Being told the Nathan Williams concussion happened during NEB game, but they didn't know until Sunday. Missed practice all week. ",irony,not-offensive,sadness,428.81173009360396,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
31952,RT @user Also back to school special Celebrity Juice on itv2 tonight! Oushhhhh ,non_irony,not-offensive,joy,361.85581710283105,"['film_tv_&_video', 'arts_&_culture', 'youth_&_student_life']"
9009,Here Comes the Sun - A Jornada Espiritual e Musical de George Harrison [AGENDA] ,non_irony,not-offensive,joy,132.96333637156798,"['music', 'film_tv_&_video', 'celebrity_&_pop_culture']"
4060,I really want @user to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC ,irony,not-offensive,joy,150.920948825662,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
4026,@user Happy Birthday Kerry. May u have a super fantastic day. Enjoy! ,irony,not-offensive,joy,-130.013962691707,"['diaries_&_daily_life', 'relationships', 'celebrity_&_pop_culture']"
2049,Looking forward to rocking it out at Roma\u2019s in Louisa on Saturday night!!!!  Hope to see everyone there!!!! No cover!! ,irony,not-offensive,joy,218.13850101135105,"['music', 'fashion_&_style', 'celebrity_&_pop_culture']"
4793,@user Oct 17 it will be mostly dead but mostly dead is still a little bit alive!! (Billy Crystal the princess bride) ,non_irony,not-offensive,sadness,667.362046280639,"['celebrity_&_pop_culture', 'film_tv_&_video', 'news_&_social_concern']"
26472,May this new year bring much goodness to Rahul Gandhi that he starts thinking about development of India! ,irony,not-offensive,optimism,99.44402032922697,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
13565,"@user @user @user next year, Craven will have the Zac Brown Band on Friday after years of requesting them!"" ",irony,not-offensive,joy,-127.31761543096803,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
7953,If you\u2019re on the Isle of Man next Thurs\u002c I\u2019ll be talking about Safe House and signing books at Waterstones from 6.30pm. @user ,irony,not-offensive,joy,-162.12525157588703,"['arts_&_culture', 'learning_&_educational', 'diaries_&_daily_life']"
20546,"Crowd singing \""""3-2 to the referee\""""Utd fans may remember 2 Martin Atkinson games at the Bridge that went against them.Torres never a red tho. ",irony,not-offensive,anger,209.3337830946161,"['sports', 'music', 'celebrity_&_pop_culture']"
27479,Imagine having a 20th of Messi's ability. You'd be the best in your team ,irony,not-offensive,optimism,359.87167946484107,"['sports', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
6689,Today should be on Nike tomorrow Glasgow to Edinburgh cycle so won't see Monday work so will miss it &amp; off Tuesday ???? My mojo has gone ,irony,not-offensive,sadness,33.48805964149804,"['diaries_&_daily_life', 'travel_&_adventure', 'other_hobbies']"
17907,"I've had better weekends. But whatever, I'm going to use today to sleep and watch Dexter. And that's perfect. ",irony,not-offensive,joy,-124.68881978547103,"['diaries_&_daily_life', 'film_tv_&_video', 'relationships']"
8349,Kerry Collins may look like an old mouse... and hold on to the ball like one... but is a Curtis Painter experiment REALLY that much better? ,irony,not-offensive,joy,360.180842746825,"['sports', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
11482,@user if Paul Dunne wins tomorrow does he get the claret jug or is that only presented to the professionals ,irony,not-offensive,optimism,62.58723533146503,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
27222,"Don't forget to collect the bills and win free ipod nano 7th generation &amp; 17% CK vouchers of total bills , we... ",irony,not-offensive,optimism,239.96158193668694,"['science_&_technology', 'business_&_entrepreneurs', 'diaries_&_daily_life']"
3552,Top 5 most searched for Back-to-School topics -- the list may surprise you  @user @user #backtoschool @user ,irony,not-offensive,joy,187.057744182442,"['learning_&_educational', 'youth_&_student_life', 'diaries_&_daily_life']"
21539,"Selena's greatest hits album is set to come out November 24th, &amp; it's called 'For You' it'll include 2 new songs &amp; 4 old songs she's done. ",non_irony,not-offensive,joy,149.08265832262896,"['music', 'celebrity_&_pop_culture', 'film_tv_&_video']"
35731,well the verdict comes tomorrow whether or not Knaus will be Jimmie's crew chief or not for the next six races. #fingerscrossed.. ,irony,not-offensive,optimism,505.359610838415,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
20397,"@user I'll start it tomorrow,  i've been needing new anime to watch anyway :) And yes mikasa, she's bae too &lt;3"" ",non_irony,not-offensive,joy,95.76825841324899,"['film_tv_&_video', 'diaries_&_daily_life', 'relationships']"
15804,@user @user Maybe KSRc needs a wrasslin\u2019 recap then. @user once mentioned we may have things about The Bachelor ,irony,not-offensive,joy,-182.1933406129711,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
4225,"I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW! ",non_irony,not-offensive,joy,125.80381126316301,"['film_tv_&_video', 'celebrity_&_pop_culture', 'arts_&_culture']"
18131,Happy Birthday Prince George! We hope that you're having a lovely camping themed birthday party #PrinceGeorge  ,irony,not-offensive,joy,210.81572784999102,"['celebrity_&_pop_culture', 'diaries_&_daily_life', 'relationships']"
16001,We compared 5th grade to Two-Face from Batman. There are both good and bad things about it. ,irony,not-offensive,joy,-169.69291398562095,"['film_tv_&_video', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
4350,"I really like the way Josh Hamilton is swinging  the bat. More bat speed. Even though he K'd in the 3rd, he made some violent swings ",irony,not-offensive,joy,421.170101953448,"['sports', 'celebrity_&_pop_culture', 'news_&_social_concern']"
16358,DTN Bangladesh: Khaleda flies to Delhi Sunday: BNP considers the visit 'very significant' as it is taking place ... ,irony,not-offensive,joy,757.0573145021159,"['travel_&_adventure', 'news_&_social_concern', 'diaries_&_daily_life']"
36121,I would neither describe Curtis as a student of football nor the sharpest knife in the drawer. But he's Swansea through and through #c'mon ,non_irony,not-offensive,optimism,-6.322807727866085,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
27799,I can't wait until the Yankees sweep the blue jays and score 8 runs off of David price tomorrow and Tulo goes 0-3 ,irony,not-offensive,joy,-15.687762044383014,"['sports', 'news_&_social_concern', 'gaming']"
11216,@user @user this isn't new. US military course taught officers 'Islam is the enemy' - ,irony,not-offensive,anger,459.4727004099261,"['news_&_social_concern', 'learning_&_educational', 'youth_&_student_life']"
31165,So gutted I can't see Fort Minor in London on the 8th as I'm already seeing Foo Fighters :-( ,irony,not-offensive,sadness,138.546856014151,"['music', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
3408,SIU up 2 sets to 0 at Drake (25-16\u002c 27-25)\u002c looking to keep sole possession of 4th place in MVC. just underway in the 3rd set ,non_irony,not-offensive,joy,50.71920020251201,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
25377,At Ricks Cafe with @user watching dese guys jump off the cliffs and drinking rum runners in the sun ,irony,not-offensive,joy,360.506368495292,"['food_&_dining', 'diaries_&_daily_life', 'travel_&_adventure']"
21179,@user @user Miesha Tate says your going to win Oct 6th during her interview and you are a bad ass at 105... go girl :) ,irony,offensive,joy,247.44104206927312,"['sports', 'news_&_social_concern', 'celebrity_&_pop_culture']"
11118,Snap I totally forgot that I just have to get through tomorrow and then I'm going to Houston for a long weekend and to see Ed Sheeran. ,irony,not-offensive,joy,-372.0433265501551,"['diaries_&_daily_life', 'music', 'travel_&_adventure']"
27450,"someone teach me their ways, seriously need to meet Shawn when he comes to NYC on sept 8th ",non_irony,not-offensive,joy,-37.24919463310202,"['diaries_&_daily_life', 'travel_&_adventure', 'music']"
1623,I have an extra ticket for Ed Sheeran at Toyota stadium in Frisco on the 5th of September! Selling for $80. PM me if interested! #edsheeran ,non_irony,not-offensive,joy,183.79305872448703,"['music', 'celebrity_&_pop_culture', 'sports']"
35796,@user your in Ohio June 6th n 9th. Can you least tweet back n let me know if you do live stop ins at New stores in malls. ,non_irony,not-offensive,anger,232.85963937191192,"['diaries_&_daily_life', 'travel_&_adventure', 'food_&_dining']"
14976,Son idc anymore. I'm going by shawn tomorrow ,non_irony,not-offensive,joy,47.89500068880897,"['diaries_&_daily_life', 'relationships', 'celebrity_&_pop_culture']"
32120,Lazy saturday post cricket season. Keeping an eye on Eastern Province v KwaZulu- Natal Inland on Cricinfo but can't say it's doing it for me ,non_irony,not-offensive,sadness,161.013587903085,"['sports', 'diaries_&_daily_life', 'gaming']"
26850,Happy to know that Delhi Police had found today the missing girl from India gate on 28 sept 2014 ,irony,not-offensive,joy,234.3472233702611,"['news_&_social_concern', 'diaries_&_daily_life', 'other_hobbies']"
19574,can't remember &amp; last Friday night are like the same song.I think Calum's Katy perry obsession is getting out of hand ,irony,not-offensive,sadness,203.801148738215,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
9606,Peppermint &amp; liquorice tea &amp; Scott Walker on the player. Content Wednesday evening  downtime ,non_irony,not-offensive,joy,93.252182289414,"['sports', 'diaries_&_daily_life', 'food_&_dining']"
29980,"For sure just Missed my exit because was singing to Mariah Carey way too full out. Happy Friday, all. ",irony,not-offensive,joy,210.89849206330305,"['music', 'celebrity_&_pop_culture', 'diaries_&_daily_life']"
5279,@user hes got a new mixtape?? Or u mean the small black friday thing with kendrick ,irony,not-offensive,joy,137.23193935394204,"['music', 'celebrity_&_pop_culture', 'news_&_social_concern']"
26787,"@user Where's the """"Moto G (3rd gen): Initial Review &amp; Soup Test"""" video?!"" ",non_irony,not-offensive,anger,390.8178318501511,"['food_&_dining', 'science_&_technology', 'film_tv_&_video']"
426,Tickets selling well for Northern Lights talk with @user on Thurs 8 Nov\u002c 6.30pm Central Library. To book ,non_irony,not-offensive,joy,268.0441178099781,"['film_tv_&_video', 'arts_&_culture', 'music']"
1144,"If only Green Day sounded like this, instead of the sort of parody punk group who might have been invented by Saturday Night Live. ",irony,not-offensive,joy,291.9902715905439,"['music', 'film_tv_&_video', 'celebrity_&_pop_culture']"
5798,@user have you filmed Jonathan Ross yet??? Can\u2019t wait to see it on sat! :) xxx ,non_irony,not-offensive,joy,-55.024714973467,"['film_tv_&_video', 'celebrity_&_pop_culture', 'news_&_social_concern']"
7600,Just watched journey to the mysterious island and may I say I have Noooooo idea how Vanessa can not be jumping all over Josh.... #justsayin ,irony,not-offensive,joy,-103.59180936335002,"['film_tv_&_video', 'diaries_&_daily_life', 'celebrity_&_pop_culture']"
14410,"#3DT begins THiS Thursday at the \""""S.E.C\"""" #SignatureEventCenter 2001 South Lumpkin RD $3 w/ College ID $5 w/ regular ID til 11pm!!! #iParty ",non_irony,not-offensive,joy,300.8585602022591,"['learning_&_educational', 'arts_&_culture', 'travel_&_adventure']"
27659,"I hate you Kanye West and if you become president u may be assassinated, I hope ",irony,offensive,anger,-65.15313881645599,"['news_&_social_concern', 'celebrity_&_pop_culture', 'music']"
5453,"@user That's the 4th best single. Though I'll admit that Bad Blood needs a combo of the remix &amp; album version bc apart, they're weaker"" ",non_irony,not-offensive,joy,1.2235407659260247,"['music', 'film_tv_&_video', 'celebrity_&_pop_culture']"
